gene,r,p_adj
aten_0.1.m1.28993.m1,19,0.000261935
aten_0.1.m1.1200.m1,0,1
aten_0.1.m1.1200.m1,0,1
aten_0.1.m1.22296.m1,-10,0.503957807
aten_0.1.m1.22296.m1,-10,0.503957807
aten_0.1.m1.4558.m1,5,0.993433057
aten_0.1.m1.4558.m1,5,0.993433057
aten_0.1.m1.6434.m1,0,1
aten_0.1.m1.31545.m1,0,1
aten_0.1.m1.938.m1,0,1
aten_0.1.m1.938.m1,0,1
aten_0.1.m1.938.m1,0,1
aten_0.1.m1.29695.m1,0,1
aten_0.1.m1.5621.m1,0,1
aten_0.1.m1.5621.m1,0,1
aten_0.1.m1.277.m1,12,0.365974035
aten_0.1.m1.1632.m1,4,1
aten_0.1.m1.1632.m1,4,1
aten_0.1.m1.4337.m1,5,1
aten_0.1.m1.4337.m1,5,1
aten_0.1.m1.25624.m1,0,1
aten_0.1.m1.25624.m1,-7,1
aten_0.1.m1.2276.m1,0,1
aten_0.1.m1.2276.m1,0,1
aten_0.1.m1.1550.m1,0,1
aten_0.1.m1.5899.m1,0,1
aten_0.1.m1.5899.m1,0,1
aten_0.1.m1.16641.m1,-5,1
aten_0.1.m1.16641.m1,-5,1
aten_0.1.m1.15692.m1,-9,0.455944731
aten_0.1.m1.15692.m1,-10,0.203191175
aten_0.1.m1.1270.m1,1,1
aten_0.1.m1.9474.m1,0,1
aten_0.1.m1.17986.m1,9,0.823946746
aten_0.1.m1.17986.m1,9,0.823946746
aten_0.1.m1.8154.m1,0,1
aten_0.1.m1.8154.m1,-7,1
aten_0.1.m1.15093.m1,7,1
aten_0.1.m1.15093.m1,7,1
aten_0.1.m1.5428.m1,-9,0.831973842
aten_0.1.m1.5428.m1,-9,0.831973842
aten_0.1.m1.18174.m1,0,1
aten_0.1.m1.23560.m1,0,1
aten_0.1.m1.23560.m1,0,1
aten_0.1.m1.9446.m1,-3,0.823946746
aten_0.1.m1.9446.m1,-2,1
aten_0.1.m1.14530.m1,0,1
aten_0.1.m1.9766.m1,-24,1.62175678087385e-05
aten_0.1.m1.9766.m1,-24,1.62175678087385e-05
aten_0.1.m1.12020.m1,-7,0.851604021
aten_0.1.m1.12020.m1,-7,0.851604021
aten_0.1.m1.13461.m1,0,1
aten_0.1.m1.2520.m1,10,0.59504063
aten_0.1.m1.14905.m1,-1,1
aten_0.1.m1.4578.m1,3,1
aten_0.1.m1.3601.m1,7,0.679571511
aten_0.1.m1.8854.m1,-22,0.037236677
aten_0.1.m1.8854.m1,-22,0.037236677
aten_0.1.m1.8855.m1,-22,0.037236677
aten_0.1.m1.8854.m1,-2,1
aten_0.1.m1.8855.m1,-2,1
aten_0.1.m1.1221.m1,0,1
aten_0.1.m1.14906.m1,0,1
aten_0.1.m1.14906.m1,0,1
aten_0.1.m1.27755.m1,-3,1
aten_0.1.m1.27755.m1,-3,1
aten_0.1.m1.23748.m1,-4,1
aten_0.1.m1.23748.m1,-4,1
aten_0.1.m1.14043.m1,0,1
aten_0.1.m1.5459.m1,0,1
aten_0.1.m1.28980.m1,0,1
aten_0.1.m1.6575.m1,9,0.455944731
aten_0.1.m1.4426.m1,-5,1
aten_0.1.m1.1637.m1,0,1
aten_0.1.m1.26206.m1,0,1
aten_0.1.m1.13626.m1,0,1
aten_0.1.m1.13626.m1,0,1
aten_0.1.m1.23149.m1,-3,1
aten_0.1.m1.16647.m1,-3,1
aten_0.1.m1.11218.m1,0,1
aten_0.1.m1.17391.m1,0,1
aten_0.1.m1.17391.m1,0,1
aten_0.1.m1.14573.m1,21,0.064286164
aten_0.1.m1.4546.m1,4,1
aten_0.1.m1.29546.m1,0,1
aten_0.1.m1.18716.m1,0,1
aten_0.1.m1.7279.m1,4,1
aten_0.1.m1.29667.m1,-8,0.525158778
aten_0.1.m1.14178.m1,4,1
aten_0.1.m1.1079.m1,7,0.823946746
aten_0.1.m1.30412.m1,10,0.030051604
aten_0.1.m1.30412.m1,10,0.030051604
aten_0.1.m1.32636.m1,-22,4.59856082099987e-05
aten_0.1.m1.10736.m1,0,1
aten_0.1.m1.6229.m1,6,1
aten_0.1.m1.15248.m1,-20,0.085414797
aten_0.1.m1.3901.m1,-10,0.59504063
aten_0.1.m1.3901.m1,-10,0.59504063
aten_0.1.m1.28654.m1,9,0.758267114
aten_0.1.m1.15448.m1,0,1
aten_0.1.m1.15448.m1,0,1
aten_0.1.m1.15448.m1,0,1
aten_0.1.m1.15448.m1,0,1
aten_0.1.m1.28395.m1,2,1
aten_0.1.m1.28395.m1,0,1
aten_0.1.m1.1270.m1,0,1
aten_0.1.m1.25540.m1,5,1
aten_0.1.m1.3790.m1,0,1
aten_0.1.m1.3790.m1,0,1
aten_0.1.m1.18458.m1,-12,0.175805049
aten_0.1.m1.28606.m1,-2,1
aten_0.1.m1.21008.m1,0,1
aten_0.1.m1.12302.m1,-7,0.958489725
aten_0.1.m1.7240.m1,9,0.779650108
aten_0.1.m1.17281.m1,-9,0.823946746
aten_0.1.m1.10174.m1,3,0.823946746
aten_0.1.m1.22013.m1,0,1
aten_0.1.m1.8194.m1,20,0.065411489
aten_0.1.m1.569.m1,0,1
aten_0.1.m1.569.m1,0,1
aten_0.1.m1.2306.m1,-6,1
aten_0.1.m1.2306.m1,-6,1
aten_0.1.m1.2306.m1,14,0.253504701
aten_0.1.m1.2306.m1,14,0.253504701
aten_0.1.m1.26255.m1,0,1
aten_0.1.m1.27025.m1,-10,0.758267114
aten_0.1.m1.29610.m1,10,0.59504063
aten_0.1.m1.25353.m1,-4,1
aten_0.1.m1.8719.m1,0,1
aten_0.1.m1.8719.m1,0,1
aten_0.1.m1.16663.m1,9,0.831973842
aten_0.1.m1.16663.m1,9,0.831973842
aten_0.1.m1.16663.m1,-5,0.358799898
aten_0.1.m1.16663.m1,-5,0.358799898
aten_0.1.m1.9789.m1,-11,0.022231772
aten_0.1.m1.9789.m1,-11,0.022231772
aten_0.1.m1.374.m1,3,0.823946746
aten_0.1.m1.374.m1,3,0.823946746
aten_0.1.m1.29670.m1,-13,0.458998164
aten_0.1.m1.23801.m1,0,1
aten_0.1.m1.23801.m1,0,1
aten_0.1.m1.16251.m1,0,1
aten_0.1.m1.8422.m1,-3,0.823946746
aten_0.1.m1.13880.m1,12,0.433008542
aten_0.1.m1.13880.m1,12,0.433008542
aten_0.1.m1.7064.m1,1,1
aten_0.1.m1.19485.m1,0,1
aten_0.1.m1.19485.m1,0,1
aten_0.1.m1.6479.m1,-4,1
aten_0.1.m1.6483.m1,-4,1
aten_0.1.m1.6483.m1,-4,1
aten_0.1.m1.26175.m1,0,1
aten_0.1.m1.17558.m1,0,1
aten_0.1.m1.17558.m1,0,1
aten_0.1.m1.32545.m1,3,1
aten_0.1.m1.3073.m1,17,0.200047928
aten_0.1.m1.3073.m1,17,0.200047928
aten_0.1.m1.3073.m1,14,0.057976449
aten_0.1.m1.3073.m1,14,0.057976449
aten_0.1.m1.11011.m1,-1,1
aten_0.1.m1.29042.m1,0,1
aten_0.1.m1.29813.m1,0,1
aten_0.1.m1.29813.m1,0,1
aten_0.1.m1.1496.m1,2,1
aten_0.1.m1.951.m1,0,1
aten_0.1.m1.22643.m1,-7,0.919324265
aten_0.1.m1.11119.m1,-8,0.883172472
aten_0.1.m1.17369.m1,0,1
aten_0.1.m1.17369.m1,0,1
aten_0.1.m1.3873.m1,0,1
aten_0.1.m1.23468.m1,16,0.234110571
aten_0.1.m1.23468.m1,16,0.234110571
aten_0.1.m1.3908.m1,2,1
aten_0.1.m1.6362.m1,0,1
aten_0.1.m1.13526.m1,7,1
aten_0.1.m1.13526.m1,7,1
aten_0.1.m1.22246.m1,-1,1
aten_0.1.m1.22246.m1,-1,1
aten_0.1.m1.16636.m1,4,1
aten_0.1.m1.16636.m1,4,1
aten_0.1.m1.16636.m1,20,0.024409781
aten_0.1.m1.27862.m1,0,1
aten_0.1.m1.14307.m1,3,1
aten_0.1.m1.20781.m1,2,1
aten_0.1.m1.23792.m1,0,1
aten_0.1.m1.14025.m1,0,1
aten_0.1.m1.6587.m1,0,1
aten_0.1.m1.22732.m1,0,1
aten_0.1.m1.2716.m1,16,0.182600938
aten_0.1.m1.2716.m1,0,1
aten_0.1.m1.1155.m1,-3,1
aten_0.1.m1.1155.m1,1,1
aten_0.1.m1.24863.m1,7,1
aten_0.1.m1.24863.m1,0,1
aten_0.1.m1.31021.m1,-1,1
aten_0.1.m1.3776.m1,0,1
aten_0.1.m1.3776.m1,0,1
aten_0.1.m1.30769.m1,4,1
aten_0.1.m1.30769.m1,4,1
aten_0.1.m1.31059.m1,19,0.090238319
aten_0.1.m1.31059.m1,19,0.090238319
aten_0.1.m1.9272.m1,4,1
aten_0.1.m1.24961.m1,19,0.115736367
aten_0.1.m1.24961.m1,19,0.115736367
aten_0.1.m1.28394.m1,17,0.030051604
aten_0.1.m1.10125.m1,-10,0.111508339
aten_0.1.m1.19445.m1,1,1
aten_0.1.m1.15448.m1,4,1
aten_0.1.m1.15448.m1,4,1
aten_0.1.m1.17696.m1,5,1
aten_0.1.m1.17696.m1,5,1
aten_0.1.m1.17696.m1,13,0.458998164
aten_0.1.m1.17696.m1,13,0.458998164
aten_0.1.m1.1921.m1,0,1
aten_0.1.m1.30851.m1,-17,0.000649686
aten_0.1.m1.20021.m1,0,1
aten_0.1.m1.20021.m1,0,1
aten_0.1.m1.15058.m1,8,0.241683309
aten_0.1.m1.15058.m1,8,0.241683309
aten_0.1.m1.1004.m1,12,0.403230613
aten_0.1.m1.1004.m1,12,0.403230613
aten_0.1.m1.18719.m1,-2,1
aten_0.1.m1.16739.m1,0,1
aten_0.1.m1.3948.m1,-4,1
aten_0.1.m1.9022.m1,-2,1
aten_0.1.m1.9022.m1,-2,1
aten_0.1.m1.20336.m1,1,1
aten_0.1.m1.20336.m1,1,1
aten_0.1.m1.10831.m1,14,0.288759194
aten_0.1.m1.25001.m1,0,1
aten_0.1.m1.20318.m1,13,0.439138548
aten_0.1.m1.20318.m1,0,1
aten_0.1.m1.14000.m1,-13,0.225787622
aten_0.1.m1.14000.m1,-13,0.225787622
aten_0.1.m1.18962.m1,-17,0.189613729
aten_0.1.m1.14280.m1,11,0.319154092
aten_0.1.m1.14280.m1,11,0.319154092
aten_0.1.m1.18278.m1,2,1
aten_0.1.m1.922.m1,0,1
aten_0.1.m1.922.m1,0,1
aten_0.1.m1.4755.m1,0,1
aten_0.1.m1.19082.m1,4,1
aten_0.1.m1.19082.m1,4,1
aten_0.1.m1.5100.m1,0,1
aten_0.1.m1.5100.m1,0,1
aten_0.1.m1.18638.m1,0,1
aten_0.1.m1.18638.m1,0,1
aten_0.1.m1.443.m1,-7,0.919324265
aten_0.1.m1.436.m1,4,1
aten_0.1.m1.17619.m1,0,1
aten_0.1.m1.17619.m1,0,1
aten_0.1.m1.23676.m1,-4,1
aten_0.1.m1.23676.m1,-4,1
aten_0.1.m1.24372.m1,0,1
aten_0.1.m1.27714.m1,0,1
aten_0.1.m1.27725.m1,5,1
aten_0.1.m1.23035.m1,7,0.919324265
aten_0.1.m1.23035.m1,7,0.919324265
aten_0.1.m1.6580.m1,-3,1
aten_0.1.m1.13920.m1,0,1
aten_0.1.m1.13920.m1,0,1
aten_0.1.m1.22874.m1,4,1
aten_0.1.m1.19502.m1,0,1
aten_0.1.m1.13476.m1,-12,0.507749831
aten_0.1.m1.1304.m1,7,1
aten_0.1.m1.1304.m1,7,1
aten_0.1.m1.14545.m1,2,1
aten_0.1.m1.16864.m1,13,0.458998164
aten_0.1.m1.32948.m1,22,0.011408932
aten_0.1.m1.7672.m1,-5,1
aten_0.1.m1.7672.m1,-5,1
aten_0.1.m1.15672.m1,10,0.758267114
aten_0.1.m1.32336.m1,0,1
aten_0.1.m1.32336.m1,0,1
aten_0.1.m1.5027.m1,-11,0.526535239
aten_0.1.m1.4888.m1,0,1
aten_0.1.m1.4888.m1,0,1
aten_0.1.m1.5511.m1,-21,0.006788949
aten_0.1.m1.5511.m1,-21,0.006788949
aten_0.1.m1.18697.m1,2,1
aten_0.1.m1.18697.m1,2,1
aten_0.1.m1.24855.m1,-3,1
aten_0.1.m1.24855.m1,-3,1
aten_0.1.m1.24792.m1,-6,0.225787622
aten_0.1.m1.10283.m1,-1,1
aten_0.1.m1.19428.m1,7,0.140360402
aten_0.1.m1.31232.m1,0,1
aten_0.1.m1.7215.m1,0,1
aten_0.1.m1.8813.m1,0,1
aten_0.1.m1.5559.m1,14,0.138443349
aten_0.1.m1.5559.m1,14,0.138443349
aten_0.1.m1.33872.m1,7,0.779650108
aten_0.1.m1.33872.m1,7,0.779650108
aten_0.1.m1.627.m1,-2,1
aten_0.1.m1.627.m1,-2,1
aten_0.1.m1.27364.m1,1,1
aten_0.1.m1.22689.m1,-3,0.823946746
aten_0.1.m1.22689.m1,-3,0.823946746
aten_0.1.m1.16665.m1,0,1
aten_0.1.m1.16665.m1,0,1
aten_0.1.m1.27564.m1,19,0.056295642
aten_0.1.m1.24081.m1,-3,1
aten_0.1.m1.22875.m1,13,0.380632722
aten_0.1.m1.22500.m1,-12,0.046715106
aten_0.1.m1.19749.m1,-5,1
aten_0.1.m1.32982.m1,-7,0.779650108
aten_0.1.m1.30278.m1,-5,0.358799898
aten_0.1.m1.23395.m1,0,1
aten_0.1.m1.22203.m1,0,1
aten_0.1.m1.15882.m1,-7,1
aten_0.1.m1.15882.m1,-7,1
aten_0.1.m1.30702.m1,-1,1
aten_0.1.m1.30702.m1,-1,1
aten_0.1.m1.30833.m1,-12,0.5400878
aten_0.1.m1.30833.m1,-12,0.5400878
aten_0.1.m1.6989.m1,-10,0.59504063
aten_0.1.m1.24145.m1,8,0.484738186
aten_0.1.m1.24145.m1,8,0.484738186
aten_0.1.m1.18420.m1,-7,1
aten_0.1.m1.28163.m1,0,1
aten_0.1.m1.16199.m1,0,1
aten_0.1.m1.16199.m1,0,1
aten_0.1.m1.31966.m1,12,0.365974035
aten_0.1.m1.25516.m1,0,1
aten_0.1.m1.16905.m1,0,1
aten_0.1.m1.16422.m1,-3,1
aten_0.1.m1.16422.m1,-3,1
aten_0.1.m1.19722.m1,2,1
aten_0.1.m1.19722.m1,2,1
aten_0.1.m1.11743.m1,-11,0.526535239
aten_0.1.m1.11736.m1,-11,0.526535239
aten_0.1.m1.22812.m1,2,1
aten_0.1.m1.2749.m1,7,1
aten_0.1.m1.2814.m1,0,1
aten_0.1.m1.32283.m1,7,0.992876843
aten_0.1.m1.34121.m1,0,1
aten_0.1.m1.15967.m1,-7,1
aten_0.1.m1.29814.m1,0,1
aten_0.1.m1.29814.m1,0,1
aten_0.1.m1.19643.m1,5,0.895693191
aten_0.1.m1.2147.m1,5,1
aten_0.1.m1.19850.m1,2,1
aten_0.1.m1.33355.m1,-29,0.00040493
aten_0.1.m1.32203.m1,0,1
aten_0.1.m1.21400.m1,11,0.319154092
aten_0.1.m1.10375.m1,0,1
aten_0.1.m1.26313.m1,2,1
aten_0.1.m1.26313.m1,2,1
aten_0.1.m1.2702.m1,0,1
aten_0.1.m1.25645.m1,0,1
aten_0.1.m1.25645.m1,0,1
aten_0.1.m1.11888.m1,0,1
aten_0.1.m1.11888.m1,0,1
aten_0.1.m1.13167.m1,10,0.714891027
aten_0.1.m1.8826.m1,0,1
aten_0.1.m1.8826.m1,0,1
aten_0.1.m1.8293.m1,0,1
aten_0.1.m1.10664.m1,-1,1
aten_0.1.m1.10664.m1,-1,1
aten_0.1.m1.31551.m1,-1,1
aten_0.1.m1.23703.m1,-7,1
aten_0.1.m1.23703.m1,0,1
aten_0.1.m1.373.m1,0,1
aten_0.1.m1.10556.m1,14,0.320835368
aten_0.1.m1.24759.m1,2,1
aten_0.1.m1.24759.m1,15,0.185881621
aten_0.1.m1.33550.m1,0,1
aten_0.1.m1.23830.m1,-3,0.823946746
aten_0.1.m1.28057.m1,5,1
aten_0.1.m1.28057.m1,5,1
aten_0.1.m1.28057.m1,11,0.596555899
aten_0.1.m1.28057.m1,11,0.596555899
aten_0.1.m1.22315.m1,17,0.200047928
aten_0.1.m1.12026.m1,10,0.503957807
aten_0.1.m1.12026.m1,-9,0.831973842
aten_0.1.m1.12026.m1,8,0.982867425
aten_0.1.m1.7841.m1,0,1
aten_0.1.m1.24847.m1,0,1
aten_0.1.m1.24847.m1,0,1
aten_0.1.m1.33433.m1,24,0.017636864
aten_0.1.m1.33433.m1,24,0.017636864
aten_0.1.m1.2871.m1,2,1
aten_0.1.m1.3973.m1,3,1
aten_0.1.m1.28806.m1,0,1
aten_0.1.m1.17506.m1,1,1
aten_0.1.m1.18317.m1,4,1
aten_0.1.m1.16422.m1,-3,1
aten_0.1.m1.16146.m1,0,1
aten_0.1.m1.16146.m1,0,1
aten_0.1.m1.26962.m1,-6,1
aten_0.1.m1.26962.m1,-6,1
aten_0.1.m1.26962.m1,0,1
aten_0.1.m1.26962.m1,0,1
aten_0.1.m1.26962.m1,7,1
aten_0.1.m1.26962.m1,7,1
aten_0.1.m1.19384.m1,-12,0.046715106
aten_0.1.m1.32245.m1,0,1
aten_0.1.m1.4320.m1,4,1
aten_0.1.m1.7241.m1,-14,0.057976449
aten_0.1.m1.7241.m1,-14,0.057976449
aten_0.1.m1.33353.m1,0,1
aten_0.1.m1.33356.m1,0,1
aten_0.1.m1.4739.m1,0,1
aten_0.1.m1.4739.m1,0,1
aten_0.1.m1.7281.m1,0,1
aten_0.1.m1.15460.m1,0,1
aten_0.1.m1.15460.m1,0,1
aten_0.1.m1.27084.m1,0,1
aten_0.1.m1.27084.m1,0,1
aten_0.1.m1.29520.m1,0,1
aten_0.1.m1.29520.m1,0,1
aten_0.1.m1.14449.m1,8,0.484738186
aten_0.1.m1.3140.m1,-32,0.000124669
aten_0.1.m1.3332.m1,0,1
aten_0.1.m1.3960.m1,24,0.024409781
aten_0.1.m1.26485.m1,-5,0.993433057
aten_0.1.m1.9448.m1,8,0.679571511
aten_0.1.m1.13308.m1,6,0.679571511
aten_0.1.m1.3428.m1,0,1
aten_0.1.m1.263.m1,0,1
aten_0.1.m1.4179.m1,0,1
aten_0.1.m1.4179.m1,-2,1
aten_0.1.m1.15557.m1,-8,0.525158778
aten_0.1.m1.2583.m1,17,0.182600938
aten_0.1.m1.2583.m1,17,0.182600938
aten_0.1.m1.2583.m1,-11,0.62648178
aten_0.1.m1.2583.m1,-11,0.62648178
aten_0.1.m1.1540.m1,11,0.658391926
aten_0.1.m1.27855.m1,0,1
aten_0.1.m1.23920.m1,-14,0.253504701
aten_0.1.m1.52.m1,0,1
aten_0.1.m1.52.m1,0,1
aten_0.1.m1.5692.m1,0,1
aten_0.1.m1.5692.m1,0,1
aten_0.1.m1.5692.m1,0,1
aten_0.1.m1.5692.m1,0,1
aten_0.1.m1.6454.m1,-13,0.417770413
aten_0.1.m1.6454.m1,-13,0.417770413
aten_0.1.m1.827.m1,1,1
aten_0.1.m1.8562.m1,0,1
aten_0.1.m1.8562.m1,0,1
aten_0.1.m1.30626.m1,-3,0.823946746
aten_0.1.m1.19811.m1,0,1
aten_0.1.m1.19811.m1,0,1
aten_0.1.m1.18174.m1,-31,0.000599786
aten_0.1.m1.10811.m1,0,1
aten_0.1.m1.10811.m1,0,1
aten_0.1.m1.30292.m1,0,1
aten_0.1.m1.18778.m1,0,1
aten_0.1.m1.18778.m1,0,1
aten_0.1.m1.30468.m1,9,0.507749831
aten_0.1.m1.17584.m1,-24,0.024409781
aten_0.1.m1.3073.m1,16,0.072067257
aten_0.1.m1.3073.m1,-1,1
aten_0.1.m1.3073.m1,3,1
aten_0.1.m1.5571.m1,0,1
aten_0.1.m1.10307.m1,5,1
aten_0.1.m1.25919.m1,9,0.108805884
aten_0.1.m1.25919.m1,9,0.108805884
aten_0.1.m1.31457.m1,10,0.503957807
aten_0.1.m1.10858.m1,0,1
aten_0.1.m1.6888.m1,-5,1
aten_0.1.m1.2924.m1,0,1
aten_0.1.m1.2924.m1,0,1
aten_0.1.m1.18622.m1,0,1
aten_0.1.m1.20851.m1,0,1
aten_0.1.m1.19339.m1,-15,0.305561003
aten_0.1.m1.27843.m1,1,1
aten_0.1.m1.17865.m1,0,1
aten_0.1.m1.12764.m1,21,0.056295642
aten_0.1.m1.9727.m1,2,1
aten_0.1.m1.500.m1,0,1
aten_0.1.m1.500.m1,0,1
aten_0.1.m1.11786.m1,-20,0.001025948
aten_0.1.m1.11786.m1,-20,0.001025948
aten_0.1.m1.1042.m1,0,1
aten_0.1.m1.7534.m1,7,0.679571511
aten_0.1.m1.10365.m1,-8,0.082841021
aten_0.1.m1.10365.m1,-8,0.082841021
aten_0.1.m1.22826.m1,0,1
aten_0.1.m1.22826.m1,5,1
aten_0.1.m1.31859.m1,2,1
aten_0.1.m1.20206.m1,5,0.358799898
aten_0.1.m1.20015.m1,10,0.111508339
aten_0.1.m1.19445.m1,0,1
aten_0.1.m1.4804.m1,4,1
aten_0.1.m1.4804.m1,4,1
aten_0.1.m1.26185.m1,-7,1
aten_0.1.m1.26184.m1,-7,1
aten_0.1.m1.26185.m1,-7,1
aten_0.1.m1.21070.m1,26,0.009669688
aten_0.1.m1.21070.m1,26,0.009669688
aten_0.1.m1.887.m1,0,1
aten_0.1.m1.31420.m1,-12,0.403230613
aten_0.1.m1.31420.m1,-12,0.403230613
aten_0.1.m1.2541.m1,6,1
aten_0.1.m1.14781.m1,0,1
aten_0.1.m1.14781.m1,0,1
aten_0.1.m1.31304.m1,0,1
aten_0.1.m1.15191.m1,1,1
aten_0.1.m1.10173.m1,-1,1
aten_0.1.m1.10173.m1,-1,1
aten_0.1.m1.33576.m1,-13,0.441154127
aten_0.1.m1.26864.m1,-3,1
aten_0.1.m1.9889.m1,-7,1
aten_0.1.m1.9889.m1,-7,1
aten_0.1.m1.30885.m1,1,1
aten_0.1.m1.12022.m1,0,1
aten_0.1.m1.882.m1,-7,1
aten_0.1.m1.882.m1,-7,1
aten_0.1.m1.21451.m1,8,0.982867425
aten_0.1.m1.26995.m1,0,1
aten_0.1.m1.26995.m1,0,1
aten_0.1.m1.866.m1,0,1
aten_0.1.m1.1594.m1,0,1
aten_0.1.m1.1594.m1,0,1
aten_0.1.m1.2222.m1,-3,1
aten_0.1.m1.13902.m1,-5,1
aten_0.1.m1.13902.m1,-5,1
aten_0.1.m1.7250.m1,14,0.288759194
aten_0.1.m1.32306.m1,0,1
aten_0.1.m1.5632.m1,-1,1
aten_0.1.m1.5632.m1,-1,1
aten_0.1.m1.31419.m1,0,1
aten_0.1.m1.3289.m1,0,1
aten_0.1.m1.6532.m1,0,1
aten_0.1.m1.23384.m1,-1,1
aten_0.1.m1.23384.m1,-1,1
aten_0.1.m1.4547.m1,0,1
aten_0.1.m1.24120.m1,0,1
aten_0.1.m1.24120.m1,0,1
aten_0.1.m1.4003.m1,0,1
aten_0.1.m1.16142.m1,4,1
aten_0.1.m1.8154.m1,28,0.00081292
aten_0.1.m1.2732.m1,-7,0.779650108
aten_0.1.m1.20743.m1,-9,0.823946746
aten_0.1.m1.17860.m1,9,0.831861091
aten_0.1.m1.33010.m1,0,1
aten_0.1.m1.19735.m1,0,1
aten_0.1.m1.16807.m1,0,1
aten_0.1.m1.5475.m1,-17,0.000649686
aten_0.1.m1.14280.m1,-1,1
aten_0.1.m1.14280.m1,-1,1
aten_0.1.m1.14280.m1,-1,1
aten_0.1.m1.6361.m1,-1,1
aten_0.1.m1.29216.m1,0,1
aten_0.1.m1.29216.m1,0,1
aten_0.1.m1.13909.m1,25,0.009669688
aten_0.1.m1.18818.m1,24,0.008224829
aten_0.1.m1.30825.m1,-21,9.40298496989256e-05
aten_0.1.m1.22717.m1,-8,0.082841021
aten_0.1.m1.22707.m1,0,1
aten_0.1.m1.19301.m1,0,1
aten_0.1.m1.13626.m1,0,1
aten_0.1.m1.13626.m1,0,1
aten_0.1.m1.11813.m1,-1,1
aten_0.1.m1.32192.m1,2,1
aten_0.1.m1.32192.m1,2,1
aten_0.1.m1.32192.m1,-18,0.153100412
aten_0.1.m1.32192.m1,-18,0.153100412
aten_0.1.m1.5999.m1,0,1
aten_0.1.m1.26355.m1,2,1
aten_0.1.m1.26957.m1,0,1
aten_0.1.m1.24816.m1,0,1
aten_0.1.m1.16293.m1,-2,1
aten_0.1.m1.16293.m1,-2,1
aten_0.1.m1.8944.m1,4,1
aten_0.1.m1.20012.m1,8,0.831973842
aten_0.1.m1.20012.m1,10,0.758267114
aten_0.1.m1.4222.m1,0,1
aten_0.1.m1.3079.m1,0,1
aten_0.1.m1.15631.m1,-2,1
aten_0.1.m1.17739.m1,0,1
aten_0.1.m1.1398.m1,-14,0.31281839
aten_0.1.m1.1398.m1,-14,0.31281839
aten_0.1.m1.9826.m1,-2,1
aten_0.1.m1.9826.m1,-7,0.958489725
aten_0.1.m1.13219.m1,0,1
aten_0.1.m1.13225.m1,0,1
aten_0.1.m1.31362.m1,-14,0.200047928
aten_0.1.m1.31362.m1,-14,0.200047928
aten_0.1.m1.11258.m1,2,1
aten_0.1.m1.5384.m1,-15,0.149700079
aten_0.1.m1.7436.m1,0,1
aten_0.1.m1.7436.m1,0,1
aten_0.1.m1.9329.m1,0,1
aten_0.1.m1.166.m1,0,1
aten_0.1.m1.11132.m1,2,1
aten_0.1.m1.22938.m1,16,0.197376924
aten_0.1.m1.22938.m1,16,0.197376924
aten_0.1.m1.22938.m1,3,0.823946746
aten_0.1.m1.22938.m1,3,0.823946746
aten_0.1.m1.13329.m1,1,1
aten_0.1.m1.13329.m1,1,1
aten_0.1.m1.6193.m1,6,1
aten_0.1.m1.6193.m1,6,1
aten_0.1.m1.6193.m1,-8,0.241683309
aten_0.1.m1.6193.m1,-8,0.241683309
aten_0.1.m1.1332.m1,0,1
aten_0.1.m1.1332.m1,2,1
aten_0.1.m1.11105.m1,-8,0.831973842
aten_0.1.m1.5123.m1,0,1
aten_0.1.m1.5123.m1,0,1
aten_0.1.m1.13665.m1,0,1
aten_0.1.m1.13665.m1,0,1
aten_0.1.m1.2651.m1,-3,1
aten_0.1.m1.22321.m1,-2,1
aten_0.1.m1.22321.m1,8,0.082841021
aten_0.1.m1.4432.m1,-1,1
aten_0.1.m1.4432.m1,-1,1
aten_0.1.m1.4432.m1,0,1
aten_0.1.m1.4432.m1,0,1
aten_0.1.m1.11649.m1,0,1
aten_0.1.m1.11649.m1,0,1
aten_0.1.m1.28912.m1,1,1
aten_0.1.m1.30925.m1,0,1
aten_0.1.m1.30924.m1,0,1
aten_0.1.m1.18370.m1,0,1
aten_0.1.m1.15200.m1,0,1
aten_0.1.m1.15200.m1,-12,0.403230613
aten_0.1.m1.4003.m1,9,0.455944731
aten_0.1.m1.19663.m1,10,0.631590725
aten_0.1.m1.19663.m1,10,0.631590725
aten_0.1.m1.19663.m1,0,1
aten_0.1.m1.19663.m1,0,1
aten_0.1.m1.4596.m1,-9,0.507749831
aten_0.1.m1.4596.m1,-9,0.507749831
aten_0.1.m1.1652.m1,4,1
aten_0.1.m1.1652.m1,4,1
aten_0.1.m1.1016.m1,0,1
aten_0.1.m1.1016.m1,0,1
aten_0.1.m1.4364.m1,0,1
aten_0.1.m1.22305.m1,0,1
aten_0.1.m1.30733.m1,0,1
aten_0.1.m1.4895.m1,0,1
aten_0.1.m1.4895.m1,0,1
aten_0.1.m1.14136.m1,0,1
aten_0.1.m1.14136.m1,0,1
aten_0.1.m1.12059.m1,11,0.260297624
aten_0.1.m1.12059.m1,11,0.260297624
aten_0.1.m1.4945.m1,0,1
aten_0.1.m1.4945.m1,0,1
aten_0.1.m1.6611.m1,0,1
aten_0.1.m1.6816.m1,-1,1
aten_0.1.m1.6816.m1,-1,1
aten_0.1.m1.6816.m1,8,0.945635594
aten_0.1.m1.6816.m1,8,0.945635594
